src,dest,EdgeType,Textual_edge_type
4343,4909,Gene-PROT-Gene-PROT,protein protein interaction
4343,4910,Gene-PROT-Gene-PROT,protein protein interaction
4343,4937,Gene-PROT-Gene-PROT,protein protein interaction
4343,4938,Gene-PROT-Gene-PROT,protein protein interaction
4343,4939,Gene-PROT-Gene-PROT,protein protein interaction
4343,5464,Gene-PROT-Gene-PROT,protein protein interaction
4343,5578,Gene-PROT-Gene-PROT,protein protein interaction
4344,110,Gene-TRAN-Gene-PROT,transcripting protein
4344,4343,Gene-PROT-Gene-PROT,protein protein interaction
4344,4345,Gene-PROT-Gene-PROT,protein protein interaction
4344,4937,Gene-PROT-Gene-PROT,protein protein interaction
4344,4938,Gene-PROT-Gene-PROT,protein protein interaction
4344,4939,Gene-PROT-Gene-PROT,protein protein interaction
4344,5577,Gene-PROT-Gene-PROT,protein protein interaction
4344,5578,Gene-PROT-Gene-PROT,protein protein interaction
4345,111,Gene-TRAN-Gene-PROT,transcripting protein
4345,4343,Gene-PROT-Gene-PROT,protein protein interaction
4345,4344,Gene-PROT-Gene-PROT,protein protein interaction
4345,4937,Gene-PROT-Gene-PROT,protein protein interaction
4345,4938,Gene-PROT-Gene-PROT,protein protein interaction
4345,4939,Gene-PROT-Gene-PROT,protein protein interaction
4345,5464,Gene-PROT-Gene-PROT,protein protein interaction
4345,5578,Gene-PROT-Gene-PROT,protein protein interaction
4346,112,Gene-TRAN-Gene-PROT,transcripting protein
4346,4588,Gene-PROT-Gene-PROT,protein protein interaction
4346,4907,Gene-PROT-Gene-PROT,protein protein interaction
4346,4908,Gene-PROT-Gene-PROT,protein protein interaction
4346,4909,Gene-PROT-Gene-PROT,protein protein interaction
4346,4910,Gene-PROT-Gene-PROT,protein protein interaction
4346,6250,Gene-PROT-Gene-PROT,protein protein interaction
4347,113,Gene-TRAN-Gene-PROT,transcripting protein
4347,4920,Gene-PROT-Gene-PROT,protein protein interaction
4347,5442,Gene-PROT-Gene-PROT,protein protein interaction
4347,5449,Gene-PROT-Gene-PROT,protein protein interaction
4347,5703,Gene-PROT-Gene-PROT,protein protein interaction
4347,5704,Gene-PROT-Gene-PROT,protein protein interaction
4347,5705,Gene-PROT-Gene-PROT,protein protein interaction
4347,5707,Gene-PROT-Gene-PROT,protein protein interaction
4347,5708,Gene-PROT-Gene-PROT,protein protein interaction
4347,5709,Gene-PROT-Gene-PROT,protein protein interaction
4347,5849,Gene-PROT-Gene-PROT,protein protein interaction
4347,5850,Gene-PROT-Gene-PROT,protein protein interaction
4348,114,Gene-TRAN-Gene-PROT,transcripting protein
4348,4920,Gene-PROT-Gene-PROT,protein protein interaction
4348,5442,Gene-PROT-Gene-PROT,protein protein interaction
4348,5449,Gene-PROT-Gene-PROT,protein protein interaction
4348,5703,Gene-PROT-Gene-PROT,protein protein interaction
4348,5704,Gene-PROT-Gene-PROT,protein protein interaction
4348,5705,Gene-PROT-Gene-PROT,protein protein interaction
4348,5707,Gene-PROT-Gene-PROT,protein protein interaction
4348,5708,Gene-PROT-Gene-PROT,protein protein interaction
4348,5709,Gene-PROT-Gene-PROT,protein protein interaction
4348,5849,Gene-PROT-Gene-PROT,protein protein interaction
4348,5850,Gene-PROT-Gene-PROT,protein protein interaction
4349,115,Gene-TRAN-Gene-PROT,transcripting protein
4349,4920,Gene-PROT-Gene-PROT,protein protein interaction
4349,5442,Gene-PROT-Gene-PROT,protein protein interaction
4349,5449,Gene-PROT-Gene-PROT,protein protein interaction
4349,5703,Gene-PROT-Gene-PROT,protein protein interaction
4349,5704,Gene-PROT-Gene-PROT,protein protein interaction
4349,5705,Gene-PROT-Gene-PROT,protein protein interaction
4349,5707,Gene-PROT-Gene-PROT,protein protein interaction
4349,5708,Gene-PROT-Gene-PROT,protein protein interaction
4349,5709,Gene-PROT-Gene-PROT,protein protein interaction
4349,5849,Gene-PROT-Gene-PROT,protein protein interaction
4349,5850,Gene-PROT-Gene-PROT,protein protein interaction
4350,116,Gene-TRAN-Gene-PROT,transcripting protein
4350,4920,Gene-PROT-Gene-PROT,protein protein interaction
4350,5442,Gene-PROT-Gene-PROT,protein protein interaction
4350,5449,Gene-PROT-Gene-PROT,protein protein interaction
4350,5703,Gene-PROT-Gene-PROT,protein protein interaction
4350,5704,Gene-PROT-Gene-PROT,protein protein interaction
4350,5705,Gene-PROT-Gene-PROT,protein protein interaction
4350,5707,Gene-PROT-Gene-PROT,protein protein interaction
4350,5708,Gene-PROT-Gene-PROT,protein protein interaction
4350,5709,Gene-PROT-Gene-PROT,protein protein interaction
4350,5849,Gene-PROT-Gene-PROT,protein protein interaction
4350,5850,Gene-PROT-Gene-PROT,protein protein interaction
4351,117,Gene-TRAN-Gene-PROT,transcripting protein
4351,4920,Gene-PROT-Gene-PROT,protein protein interaction
4351,5442,Gene-PROT-Gene-PROT,protein protein interaction
4351,5449,Gene-PROT-Gene-PROT,protein protein interaction
4351,5703,Gene-PROT-Gene-PROT,protein protein interaction
4351,5704,Gene-PROT-Gene-PROT,protein protein interaction
4351,5705,Gene-PROT-Gene-PROT,protein protein interaction
4351,5707,Gene-PROT-Gene-PROT,protein protein interaction
4351,5708,Gene-PROT-Gene-PROT,protein protein interaction
4351,5709,Gene-PROT-Gene-PROT,protein protein interaction
4351,5849,Gene-PROT-Gene-PROT,protein protein interaction
4351,5850,Gene-PROT-Gene-PROT,protein protein interaction
4352,118,Gene-TRAN-Gene-PROT,transcripting protein
4352,4920,Gene-PROT-Gene-PROT,protein protein interaction
4352,5442,Gene-PROT-Gene-PROT,protein protein interaction
4352,5449,Gene-PROT-Gene-PROT,protein protein interaction
4352,5703,Gene-PROT-Gene-PROT,protein protein interaction
4352,5704,Gene-PROT-Gene-PROT,protein protein interaction
4352,5705,Gene-PROT-Gene-PROT,protein protein interaction
4352,5707,Gene-PROT-Gene-PROT,protein protein interaction
4352,5708,Gene-PROT-Gene-PROT,protein protein interaction
4352,5709,Gene-PROT-Gene-PROT,protein protein interaction
4352,5849,Gene-PROT-Gene-PROT,protein protein interaction
4352,5850,Gene-PROT-Gene-PROT,protein protein interaction
4353,119,Gene-TRAN-Gene-PROT,transcripting protein
4353,4920,Gene-PROT-Gene-PROT,protein protein interaction
4353,5442,Gene-PROT-Gene-PROT,protein protein interaction
4353,5449,Gene-PROT-Gene-PROT,protein protein interaction
4353,5703,Gene-PROT-Gene-PROT,protein protein interaction
4353,5704,Gene-PROT-Gene-PROT,protein protein interaction
4353,5705,Gene-PROT-Gene-PROT,protein protein interaction
4353,5707,Gene-PROT-Gene-PROT,protein protein interaction
4353,5708,Gene-PROT-Gene-PROT,protein protein interaction
4353,5709,Gene-PROT-Gene-PROT,protein protein interaction
4353,5849,Gene-PROT-Gene-PROT,protein protein interaction
4353,5850,Gene-PROT-Gene-PROT,protein protein interaction
4354,120,Gene-TRAN-Gene-PROT,transcripting protein
4354,4920,Gene-PROT-Gene-PROT,protein protein interaction
4354,5442,Gene-PROT-Gene-PROT,protein protein interaction
4354,5449,Gene-PROT-Gene-PROT,protein protein interaction
4354,5703,Gene-PROT-Gene-PROT,protein protein interaction
4354,5704,Gene-PROT-Gene-PROT,protein protein interaction
4354,5705,Gene-PROT-Gene-PROT,protein protein interaction
4354,5707,Gene-PROT-Gene-PROT,protein protein interaction
4354,5708,Gene-PROT-Gene-PROT,protein protein interaction
4354,5709,Gene-PROT-Gene-PROT,protein protein interaction
4354,5849,Gene-PROT-Gene-PROT,protein protein interaction
4354,5850,Gene-PROT-Gene-PROT,protein protein interaction
4355,121,Gene-TRAN-Gene-PROT,transcripting protein
4355,5082,Gene-PROT-Gene-PROT,protein protein interaction
4355,5766,Gene-PROT-Gene-PROT,protein protein interaction
4355,6206,Gene-PROT-Gene-PROT,protein protein interaction
4355,6207,Gene-PROT-Gene-PROT,protein protein interaction
4356,122,Gene-TRAN-Gene-PROT,transcripting protein
4356,5082,Gene-PROT-Gene-PROT,protein protein interaction
4356,5766,Gene-PROT-Gene-PROT,protein protein interaction
4356,6206,Gene-PROT-Gene-PROT,protein protein interaction
4356,6207,Gene-PROT-Gene-PROT,protein protein interaction
4357,123,Gene-TRAN-Gene-PROT,transcripting protein
4357,5082,Gene-PROT-Gene-PROT,protein protein interaction
4357,5766,Gene-PROT-Gene-PROT,protein protein interaction
4357,6206,Gene-PROT-Gene-PROT,protein protein interaction
4357,6207,Gene-PROT-Gene-PROT,protein protein interaction
4358,124,Gene-TRAN-Gene-PROT,transcripting protein
4358,5828,Gene-PROT-Gene-PROT,protein protein interaction
4358,5829,Gene-PROT-Gene-PROT,protein protein interaction
4358,5830,Gene-PROT-Gene-PROT,protein protein interaction
4358,5849,Gene-PROT-Gene-PROT,protein protein interaction
4358,5850,Gene-PROT-Gene-PROT,protein protein interaction
4359,125,Gene-TRAN-Gene-PROT,transcripting protein
4359,5828,Gene-PROT-Gene-PROT,protein protein interaction
4359,5829,Gene-PROT-Gene-PROT,protein protein interaction
4359,5830,Gene-PROT-Gene-PROT,protein protein interaction
4359,5849,Gene-PROT-Gene-PROT,protein protein interaction
4359,5850,Gene-PROT-Gene-PROT,protein protein interaction
4360,126,Gene-TRAN-Gene-PROT,transcripting protein
4360,5828,Gene-PROT-Gene-PROT,protein protein interaction
4360,5829,Gene-PROT-Gene-PROT,protein protein interaction
4360,5830,Gene-PROT-Gene-PROT,protein protein interaction
4360,5849,Gene-PROT-Gene-PROT,protein protein interaction
4360,5850,Gene-PROT-Gene-PROT,protein protein interaction
4361,127,Gene-TRAN-Gene-PROT,transcripting protein
4361,5828,Gene-PROT-Gene-PROT,protein protein interaction
4361,5829,Gene-PROT-Gene-PROT,protein protein interaction
4361,5830,Gene-PROT-Gene-PROT,protein protein interaction
4361,5849,Gene-PROT-Gene-PROT,protein protein interaction
4361,5850,Gene-PROT-Gene-PROT,protein protein interaction
4362,128,Gene-TRAN-Gene-PROT,transcripting protein
4362,5346,Gene-PROT-Gene-PROT,protein protein interaction
4362,5347,Gene-PROT-Gene-PROT,protein protein interaction
4362,5348,Gene-PROT-Gene-PROT,protein protein interaction
4362,5349,Gene-PROT-Gene-PROT,protein protein interaction
4362,5350,Gene-PROT-Gene-PROT,protein protein interaction
4363,129,Gene-TRAN-Gene-PROT,transcripting protein
4363,5346,Gene-PROT-Gene-PROT,protein protein interaction
4363,5347,Gene-PROT-Gene-PROT,protein protein interaction
4363,5348,Gene-PROT-Gene-PROT,protein protein interaction
4363,5349,Gene-PROT-Gene-PROT,protein protein interaction
4363,5350,Gene-PROT-Gene-PROT,protein protein interaction
4364,130,Gene-TRAN-Gene-PROT,transcripting protein
4364,5346,Gene-PROT-Gene-PROT,protein protein interaction
4364,5347,Gene-PROT-Gene-PROT,protein protein interaction
4364,5348,Gene-PROT-Gene-PROT,protein protein interaction
4364,5349,Gene-PROT-Gene-PROT,protein protein interaction
4364,5350,Gene-PROT-Gene-PROT,protein protein interaction
4365,131,Gene-TRAN-Gene-PROT,transcripting protein
4365,5346,Gene-PROT-Gene-PROT,protein protein interaction
4365,5347,Gene-PROT-Gene-PROT,protein protein interaction
4365,5348,Gene-PROT-Gene-PROT,protein protein interaction
4365,5349,Gene-PROT-Gene-PROT,protein protein interaction
4365,5350,Gene-PROT-Gene-PROT,protein protein interaction
4366,132,Gene-TRAN-Gene-PROT,transcripting protein
4366,5346,Gene-PROT-Gene-PROT,protein protein interaction
4366,5347,Gene-PROT-Gene-PROT,protein protein interaction
4366,5348,Gene-PROT-Gene-PROT,protein protein interaction
4366,5349,Gene-PROT-Gene-PROT,protein protein interaction
4366,5350,Gene-PROT-Gene-PROT,protein protein interaction
4367,133,Gene-TRAN-Gene-PROT,transcripting protein
4367,5346,Gene-PROT-Gene-PROT,protein protein interaction
4367,5347,Gene-PROT-Gene-PROT,protein protein interaction
4367,5348,Gene-PROT-Gene-PROT,protein protein interaction
4367,5349,Gene-PROT-Gene-PROT,protein protein interaction
4367,5350,Gene-PROT-Gene-PROT,protein protein interaction
4368,134,Gene-TRAN-Gene-PROT,transcripting protein
4368,5346,Gene-PROT-Gene-PROT,protein protein interaction
4368,5347,Gene-PROT-Gene-PROT,protein protein interaction
4368,5348,Gene-PROT-Gene-PROT,protein protein interaction
4368,5349,Gene-PROT-Gene-PROT,protein protein interaction
4368,5350,Gene-PROT-Gene-PROT,protein protein interaction
4369,135,Gene-TRAN-Gene-PROT,transcripting protein
4369,5346,Gene-PROT-Gene-PROT,protein protein interaction
4369,5347,Gene-PROT-Gene-PROT,protein protein interaction
4369,5348,Gene-PROT-Gene-PROT,protein protein interaction
4369,5349,Gene-PROT-Gene-PROT,protein protein interaction
4369,5350,Gene-PROT-Gene-PROT,protein protein interaction
4370,136,Gene-TRAN-Gene-PROT,transcripting protein
4370,5346,Gene-PROT-Gene-PROT,protein protein interaction
4370,5347,Gene-PROT-Gene-PROT,protein protein interaction
4370,5348,Gene-PROT-Gene-PROT,protein protein interaction
4370,5349,Gene-PROT-Gene-PROT,protein protein interaction
4370,5350,Gene-PROT-Gene-PROT,protein protein interaction
4371,137,Gene-TRAN-Gene-PROT,transcripting protein
4371,5346,Gene-PROT-Gene-PROT,protein protein interaction
4371,5347,Gene-PROT-Gene-PROT,protein protein interaction
4371,5348,Gene-PROT-Gene-PROT,protein protein interaction
4371,5349,Gene-PROT-Gene-PROT,protein protein interaction
4371,5350,Gene-PROT-Gene-PROT,protein protein interaction
4372,138,Gene-TRAN-Gene-PROT,transcripting protein
4372,5346,Gene-PROT-Gene-PROT,protein protein interaction
4372,5347,Gene-PROT-Gene-PROT,protein protein interaction
4372,5348,Gene-PROT-Gene-PROT,protein protein interaction
4372,5349,Gene-PROT-Gene-PROT,protein protein interaction
4372,5350,Gene-PROT-Gene-PROT,protein protein interaction
4373,139,Gene-TRAN-Gene-PROT,transcripting protein
4373,5346,Gene-PROT-Gene-PROT,protein protein interaction
4373,5347,Gene-PROT-Gene-PROT,protein protein interaction
4373,5348,Gene-PROT-Gene-PROT,protein protein interaction
4373,5349,Gene-PROT-Gene-PROT,protein protein interaction
4373,5350,Gene-PROT-Gene-PROT,protein protein interaction
4374,140,Gene-TRAN-Gene-PROT,transcripting protein
4374,5346,Gene-PROT-Gene-PROT,protein protein interaction
4374,5347,Gene-PROT-Gene-PROT,protein protein interaction
4374,5348,Gene-PROT-Gene-PROT,protein protein interaction
4374,5349,Gene-PROT-Gene-PROT,protein protein interaction
4374,5350,Gene-PROT-Gene-PROT,protein protein interaction
4375,141,Gene-TRAN-Gene-PROT,transcripting protein
4375,4587,Gene-PROT-Gene-PROT,protein protein interaction
4375,6250,Gene-PROT-Gene-PROT,protein protein interaction
4376,142,Gene-TRAN-Gene-PROT,transcripting protein
4376,5937,Gene-PROT-Gene-PROT,protein protein interaction
4376,5938,Gene-PROT-Gene-PROT,protein protein interaction
4377,143,Gene-TRAN-Gene-PROT,transcripting protein
4377,5937,Gene-PROT-Gene-PROT,protein protein interaction
4377,5938,Gene-PROT-Gene-PROT,protein protein interaction
4378,144,Gene-TRAN-Gene-PROT,transcripting protein
4378,4294,Gene-PROT-Gene-PROT,protein protein interaction
4378,4379,Gene-PROT-Gene-PROT,protein protein interaction
4378,4380,Gene-PROT-Gene-PROT,protein protein interaction
4378,4381,Gene-PROT-Gene-PROT,protein protein interaction
4378,4700,Gene-PROT-Gene-PROT,protein protein interaction
4378,4701,Gene-PROT-Gene-PROT,protein protein interaction
4378,4844,Gene-PROT-Gene-PROT,protein protein interaction
4378,5028,Gene-PROT-Gene-PROT,protein protein interaction
4378,5029,Gene-PROT-Gene-PROT,protein protein interaction
4378,5030,Gene-PROT-Gene-PROT,protein protein interaction
4378,5031,Gene-PROT-Gene-PROT,protein protein interaction
4378,5032,Gene-PROT-Gene-PROT,protein protein interaction
4378,5033,Gene-PROT-Gene-PROT,protein protein interaction
4378,5034,Gene-PROT-Gene-PROT,protein protein interaction
4378,5035,Gene-PROT-Gene-PROT,protein protein interaction
4378,5390,Gene-PROT-Gene-PROT,protein protein interaction
4378,5391,Gene-PROT-Gene-PROT,protein protein interaction
4378,5392,Gene-PROT-Gene-PROT,protein protein interaction
4378,5393,Gene-PROT-Gene-PROT,protein protein interaction
4378,5394,Gene-PROT-Gene-PROT,protein protein interaction
4378,5395,Gene-PROT-Gene-PROT,protein protein interaction
4378,5867,Gene-PROT-Gene-PROT,protein protein interaction
4379,145,Gene-TRAN-Gene-PROT,transcripting protein
4379,4293,Gene-PROT-Gene-PROT,protein protein interaction
4379,4378,Gene-PROT-Gene-PROT,protein protein interaction
4379,4698,Gene-PROT-Gene-PROT,protein protein interaction
4379,4843,Gene-PROT-Gene-PROT,protein protein interaction
4379,4970,Gene-PROT-Gene-PROT,protein protein interaction
4379,4971,Gene-PROT-Gene-PROT,protein protein interaction
4379,4972,Gene-PROT-Gene-PROT,protein protein interaction
4379,4973,Gene-PROT-Gene-PROT,protein protein interaction
4379,4974,Gene-PROT-Gene-PROT,protein protein interaction
4379,4980,Gene-PROT-Gene-PROT,protein protein interaction
4379,4981,Gene-PROT-Gene-PROT,protein protein interaction
4379,5745,Gene-PROT-Gene-PROT,protein protein interaction
4379,5746,Gene-PROT-Gene-PROT,protein protein interaction
4379,5747,Gene-PROT-Gene-PROT,protein protein interaction
4379,5748,Gene-PROT-Gene-PROT,protein protein interaction
4380,146,Gene-TRAN-Gene-PROT,transcripting protein
4380,4293,Gene-PROT-Gene-PROT,protein protein interaction
4380,4378,Gene-PROT-Gene-PROT,protein protein interaction
4380,4698,Gene-PROT-Gene-PROT,protein protein interaction
4380,4843,Gene-PROT-Gene-PROT,protein protein interaction
4380,4970,Gene-PROT-Gene-PROT,protein protein interaction
4380,4971,Gene-PROT-Gene-PROT,protein protein interaction
4380,4972,Gene-PROT-Gene-PROT,protein protein interaction
4380,4973,Gene-PROT-Gene-PROT,protein protein interaction
4380,4974,Gene-PROT-Gene-PROT,protein protein interaction
4380,4980,Gene-PROT-Gene-PROT,protein protein interaction
4380,4981,Gene-PROT-Gene-PROT,protein protein interaction
4380,5745,Gene-PROT-Gene-PROT,protein protein interaction
4380,5746,Gene-PROT-Gene-PROT,protein protein interaction
4380,5747,Gene-PROT-Gene-PROT,protein protein interaction
4380,5748,Gene-PROT-Gene-PROT,protein protein interaction
4381,147,Gene-TRAN-Gene-PROT,transcripting protein
4381,4293,Gene-PROT-Gene-PROT,protein protein interaction
4381,4378,Gene-PROT-Gene-PROT,protein protein interaction
4381,4698,Gene-PROT-Gene-PROT,protein protein interaction
4381,4843,Gene-PROT-Gene-PROT,protein protein interaction
4381,4971,Gene-PROT-Gene-PROT,protein protein interaction
4381,4972,Gene-PROT-Gene-PROT,protein protein interaction
4381,4981,Gene-PROT-Gene-PROT,protein protein interaction
4381,5745,Gene-PROT-Gene-PROT,protein protein interaction
4381,5746,Gene-PROT-Gene-PROT,protein protein interaction
4381,5747,Gene-PROT-Gene-PROT,protein protein interaction
4381,5748,Gene-PROT-Gene-PROT,protein protein interaction
4382,148,Gene-TRAN-Gene-PROT,transcripting protein
4382,4316,Gene-PROT-Gene-PROT,protein protein interaction
4382,4317,Gene-PROT-Gene-PROT,protein protein interaction
4382,4383,Gene-PROT-Gene-PROT,protein protein interaction
4382,4659,Gene-PROT-Gene-PROT,protein protein interaction
4382,4660,Gene-PROT-Gene-PROT,protein protein interaction
4382,4662,Gene-PROT-Gene-PROT,protein protein interaction
4382,4677,Gene-PROT-Gene-PROT,protein protein interaction
4382,4776,Gene-PROT-Gene-PROT,protein protein interaction
4382,4777,Gene-PROT-Gene-PROT,protein protein interaction
4382,4778,Gene-PROT-Gene-PROT,protein protein interaction
4382,5039,Gene-PROT-Gene-PROT,protein protein interaction
4382,5362,Gene-PROT-Gene-PROT,protein protein interaction
4382,6173,Gene-PROT-Gene-PROT,protein protein interaction
4382,6174,Gene-PROT-Gene-PROT,protein protein interaction
4382,6175,Gene-PROT-Gene-PROT,protein protein interaction
4382,6178,Gene-PROT-Gene-PROT,protein protein interaction
4382,6179,Gene-PROT-Gene-PROT,protein protein interaction
4382,6180,Gene-PROT-Gene-PROT,protein protein interaction
4382,6181,Gene-PROT-Gene-PROT,protein protein interaction
4382,6338,Gene-PROT-Gene-PROT,protein protein interaction
4383,149,Gene-TRAN-Gene-PROT,transcripting protein
4383,4316,Gene-PROT-Gene-PROT,protein protein interaction
4383,4317,Gene-PROT-Gene-PROT,protein protein interaction
4383,4382,Gene-PROT-Gene-PROT,protein protein interaction
4383,4659,Gene-PROT-Gene-PROT,protein protein interaction
4383,4660,Gene-PROT-Gene-PROT,protein protein interaction
4383,4662,Gene-PROT-Gene-PROT,protein protein interaction
4383,4677,Gene-PROT-Gene-PROT,protein protein interaction
4383,4776,Gene-PROT-Gene-PROT,protein protein interaction
4383,4777,Gene-PROT-Gene-PROT,protein protein interaction
4383,4778,Gene-PROT-Gene-PROT,protein protein interaction
4383,5039,Gene-PROT-Gene-PROT,protein protein interaction
4383,5362,Gene-PROT-Gene-PROT,protein protein interaction
4383,6173,Gene-PROT-Gene-PROT,protein protein interaction
4383,6174,Gene-PROT-Gene-PROT,protein protein interaction
4383,6175,Gene-PROT-Gene-PROT,protein protein interaction
4383,6178,Gene-PROT-Gene-PROT,protein protein interaction
4383,6179,Gene-PROT-Gene-PROT,protein protein interaction
4383,6180,Gene-PROT-Gene-PROT,protein protein interaction
4383,6181,Gene-PROT-Gene-PROT,protein protein interaction
4383,6338,Gene-PROT-Gene-PROT,protein protein interaction
4384,150,Gene-TRAN-Gene-PROT,transcripting protein
4384,5149,Gene-PROT-Gene-PROT,protein protein interaction
4384,6158,Gene-PROT-Gene-PROT,protein protein interaction
4384,6166,Gene-PROT-Gene-PROT,protein protein interaction
4385,151,Gene-TRAN-Gene-PROT,transcripting protein
4385,4298,Gene-PROT-Gene-PROT,protein protein interaction
4385,4300,Gene-PROT-Gene-PROT,protein protein interaction
4385,4301,Gene-PROT-Gene-PROT,protein protein interaction
4385,4392,Gene-PROT-Gene-PROT,protein protein interaction
4385,4394,Gene-PROT-Gene-PROT,protein protein interaction
4385,5828,Gene-PROT-Gene-PROT,protein protein interaction
4385,5829,Gene-PROT-Gene-PROT,protein protein interaction
4385,5830,Gene-PROT-Gene-PROT,protein protein interaction
4385,5849,Gene-PROT-Gene-PROT,protein protein interaction
4385,5850,Gene-PROT-Gene-PROT,protein protein interaction
4385,6339,Gene-PROT-Gene-PROT,protein protein interaction
4385,6340,Gene-PROT-Gene-PROT,protein protein interaction
4385,6341,Gene-PROT-Gene-PROT,protein protein interaction
4385,6342,Gene-PROT-Gene-PROT,protein protein interaction
4385,6343,Gene-PROT-Gene-PROT,protein protein interaction
4385,6344,Gene-PROT-Gene-PROT,protein protein interaction
4386,152,Gene-TRAN-Gene-PROT,transcripting protein
4386,6237,Gene-PROT-Gene-PROT,protein protein interaction
4387,153,Gene-TRAN-Gene-PROT,transcripting protein
4387,4254,Gene-PROT-Gene-PROT,protein protein interaction
4387,4255,Gene-PROT-Gene-PROT,protein protein interaction
4387,4415,Gene-PROT-Gene-PROT,protein protein interaction
4387,4416,Gene-PROT-Gene-PROT,protein protein interaction
4387,4776,Gene-PROT-Gene-PROT,protein protein interaction
4387,4777,Gene-PROT-Gene-PROT,protein protein interaction
4387,4778,Gene-PROT-Gene-PROT,protein protein interaction
4387,4923,Gene-PROT-Gene-PROT,protein protein interaction
4387,4924,Gene-PROT-Gene-PROT,protein protein interaction
4387,4925,Gene-PROT-Gene-PROT,protein protein interaction
4387,4926,Gene-PROT-Gene-PROT,protein protein interaction
4387,4927,Gene-PROT-Gene-PROT,protein protein interaction
4387,4928,Gene-PROT-Gene-PROT,protein protein interaction
4387,4929,Gene-PROT-Gene-PROT,protein protein interaction
4387,4930,Gene-PROT-Gene-PROT,protein protein interaction
4387,4931,Gene-PROT-Gene-PROT,protein protein interaction
4387,4932,Gene-PROT-Gene-PROT,protein protein interaction
4387,5401,Gene-PROT-Gene-PROT,protein protein interaction
4387,5402,Gene-PROT-Gene-PROT,protein protein interaction
4387,6194,Gene-PROT-Gene-PROT,protein protein interaction
4388,154,Gene-TRAN-Gene-PROT,transcripting protein
4388,4392,Gene-PROT-Gene-PROT,protein protein interaction
4388,4394,Gene-PROT-Gene-PROT,protein protein interaction
4388,4403,Gene-PROT-Gene-PROT,protein protein interaction
4388,4484,Gene-PROT-Gene-PROT,protein protein interaction
4388,5443,Gene-PROT-Gene-PROT,protein protein interaction
4388,5444,Gene-PROT-Gene-PROT,protein protein interaction
4388,5445,Gene-PROT-Gene-PROT,protein protein interaction
4388,5446,Gene-PROT-Gene-PROT,protein protein interaction
4388,5447,Gene-PROT-Gene-PROT,protein protein interaction
4388,5453,Gene-PROT-Gene-PROT,protein protein interaction
4388,5457,Gene-PROT-Gene-PROT,protein protein interaction
4388,6250,Gene-PROT-Gene-PROT,protein protein interaction
4389,155,Gene-TRAN-Gene-PROT,transcripting protein
4389,6250,Gene-PROT-Gene-PROT,protein protein interaction
4389,6251,Gene-PROT-Gene-PROT,protein protein interaction
4389,6255,Gene-PROT-Gene-PROT,protein protein interaction
4389,6333,Gene-PROT-Gene-PROT,protein protein interaction
4389,6338,Gene-PROT-Gene-PROT,protein protein interaction
4390,156,Gene-TRAN-Gene-PROT,transcripting protein
4390,4645,Gene-PROT-Gene-PROT,protein protein interaction
4390,4646,Gene-PROT-Gene-PROT,protein protein interaction
4390,5869,Gene-PROT-Gene-PROT,protein protein interaction
4390,5870,Gene-PROT-Gene-PROT,protein protein interaction
4390,5880,Gene-PROT-Gene-PROT,protein protein interaction
4391,157,Gene-TRAN-Gene-PROT,transcripting protein
4391,4474,Gene-PROT-Gene-PROT,protein protein interaction
4391,4480,Gene-PROT-Gene-PROT,protein protein interaction
4391,4488,Gene-PROT-Gene-PROT,protein protein interaction
4391,4595,Gene-PROT-Gene-PROT,protein protein interaction
4391,5147,Gene-PROT-Gene-PROT,protein protein interaction
4391,5149,Gene-PROT-Gene-PROT,protein protein interaction
4391,5415,Gene-PROT-Gene-PROT,protein protein interaction
4391,5436,Gene-PROT-Gene-PROT,protein protein interaction
4391,5442,Gene-PROT-Gene-PROT,protein protein interaction
4391,5443,Gene-PROT-Gene-PROT,protein protein interaction
4391,5444,Gene-PROT-Gene-PROT,protein protein interaction
4391,5445,Gene-PROT-Gene-PROT,protein protein interaction
4391,5446,Gene-PROT-Gene-PROT,protein protein interaction
4391,5447,Gene-PROT-Gene-PROT,protein protein interaction
4391,5449,Gene-PROT-Gene-PROT,protein protein interaction
4391,5453,Gene-PROT-Gene-PROT,protein protein interaction
4391,5457,Gene-PROT-Gene-PROT,protein protein interaction
4391,5703,Gene-PROT-Gene-PROT,protein protein interaction
4391,5704,Gene-PROT-Gene-PROT,protein protein interaction
4391,5705,Gene-PROT-Gene-PROT,protein protein interaction
4391,5707,Gene-PROT-Gene-PROT,protein protein interaction
4391,5708,Gene-PROT-Gene-PROT,protein protein interaction
4391,5709,Gene-PROT-Gene-PROT,protein protein interaction
4392,158,Gene-TRAN-Gene-PROT,transcripting protein
4392,4298,Gene-PROT-Gene-PROT,protein protein interaction
4392,4300,Gene-PROT-Gene-PROT,protein protein interaction
4392,4301,Gene-PROT-Gene-PROT,protein protein interaction
4392,4336,Gene-PROT-Gene-PROT,protein protein interaction
4392,4340,Gene-PROT-Gene-PROT,protein protein interaction
4392,4341,Gene-PROT-Gene-PROT,protein protein interaction
4392,4342,Gene-PROT-Gene-PROT,protein protein interaction
4392,4385,Gene-PROT-Gene-PROT,protein protein interaction
4392,4388,Gene-PROT-Gene-PROT,protein protein interaction
4392,4484,Gene-PROT-Gene-PROT,protein protein interaction
4392,4637,Gene-PROT-Gene-PROT,protein protein interaction
4392,4638,Gene-PROT-Gene-PROT,protein protein interaction
