Gene_num,Gene_name,NodeType
641,FGF22-TRAN,Gene-TRAN
642,FGF23-TRAN,Gene-TRAN
643,FGF3-TRAN,Gene-TRAN
644,FGF4-TRAN,Gene-TRAN
645,FGF5-TRAN,Gene-TRAN
646,FGF6-TRAN,Gene-TRAN
647,FGF7-TRAN,Gene-TRAN
648,FGF8-TRAN,Gene-TRAN
649,FGF9-TRAN,Gene-TRAN
650,FGFR1-TRAN,Gene-TRAN
651,FGFR2-TRAN,Gene-TRAN
652,FGFR3-TRAN,Gene-TRAN
653,FGFR4-TRAN,Gene-TRAN
654,FGR-TRAN,Gene-TRAN
655,FHL1-TRAN,Gene-TRAN
656,FLCN-TRAN,Gene-TRAN
657,FLNA-TRAN,Gene-TRAN
658,FLNB-TRAN,Gene-TRAN
659,FLNC-TRAN,Gene-TRAN
660,FLOT1-TRAN,Gene-TRAN
661,FLOT2-TRAN,Gene-TRAN
662,FLT1-TRAN,Gene-TRAN
663,FLT3-TRAN,Gene-TRAN
664,FLT3LG-TRAN,Gene-TRAN
665,FLT4-TRAN,Gene-TRAN
666,FMOD-TRAN,Gene-TRAN
667,FN1-TRAN,Gene-TRAN
668,FNIP1-TRAN,Gene-TRAN
669,FNIP2-TRAN,Gene-TRAN
670,FOS-TRAN,Gene-TRAN
671,FOSB-TRAN,Gene-TRAN
672,FOSL1-TRAN,Gene-TRAN
673,FOXO1-TRAN,Gene-TRAN
674,FOXO3-TRAN,Gene-TRAN
675,FOXO4-TRAN,Gene-TRAN
676,FOXO6-TRAN,Gene-TRAN
677,FPR1-TRAN,Gene-TRAN
678,FRAT1-TRAN,Gene-TRAN
679,FRAT2-TRAN,Gene-TRAN
680,FRMD1-TRAN,Gene-TRAN
681,FRMD6-TRAN,Gene-TRAN
682,FRS2-TRAN,Gene-TRAN
683,FSHB-TRAN,Gene-TRAN
684,FSHR-TRAN,Gene-TRAN
685,FST-TRAN,Gene-TRAN
686,FXYD1-TRAN,Gene-TRAN
687,FXYD2-TRAN,Gene-TRAN
688,FYN-TRAN,Gene-TRAN
689,FZD1-TRAN,Gene-TRAN
690,FZD10-TRAN,Gene-TRAN
691,FZD2-TRAN,Gene-TRAN
692,FZD3-TRAN,Gene-TRAN
693,FZD4-TRAN,Gene-TRAN
694,FZD5-TRAN,Gene-TRAN
695,FZD6-TRAN,Gene-TRAN
696,FZD7-TRAN,Gene-TRAN
697,FZD8-TRAN,Gene-TRAN
698,FZD9-TRAN,Gene-TRAN
699,G6PC2-TRAN,Gene-TRAN
700,G6PC3-TRAN,Gene-TRAN
701,GAB1-TRAN,Gene-TRAN
702,GAB2-TRAN,Gene-TRAN
703,GABARAP-TRAN,Gene-TRAN
704,GABARAPL1-TRAN,Gene-TRAN
705,GABARAPL2-TRAN,Gene-TRAN
706,GABBR1-TRAN,Gene-TRAN
707,GABBR2-TRAN,Gene-TRAN
708,GADD45A-TRAN,Gene-TRAN
709,GADD45B-TRAN,Gene-TRAN
710,GADD45G-TRAN,Gene-TRAN
711,GALT-TRAN,Gene-TRAN
712,GAPDH-TRAN,Gene-TRAN
713,GAS1-TRAN,Gene-TRAN
714,GATA4-TRAN,Gene-TRAN
715,GCG-TRAN,Gene-TRAN
716,GCGR-TRAN,Gene-TRAN
717,GCK-TRAN,Gene-TRAN
718,GDF5-TRAN,Gene-TRAN
719,GDF6-TRAN,Gene-TRAN
720,GDF7-TRAN,Gene-TRAN
721,GDNF-TRAN,Gene-TRAN
722,GFAP-TRAN,Gene-TRAN
723,GH1-TRAN,Gene-TRAN
724,GH2-TRAN,Gene-TRAN
725,GHR-TRAN,Gene-TRAN
726,GHRL-TRAN,Gene-TRAN
727,GHSR-TRAN,Gene-TRAN
728,GIP-TRAN,Gene-TRAN
729,GIPR-TRAN,Gene-TRAN
730,GK-TRAN,Gene-TRAN
731,GK2-TRAN,Gene-TRAN
732,GLI1-TRAN,Gene-TRAN
733,GLI2-TRAN,Gene-TRAN
734,GLI3-TRAN,Gene-TRAN
735,GLP1R-TRAN,Gene-TRAN
736,GNA11-TRAN,Gene-TRAN
737,GNA12-TRAN,Gene-TRAN
738,GNA13-TRAN,Gene-TRAN
739,GNA14-TRAN,Gene-TRAN
740,GNA15-TRAN,Gene-TRAN
741,GNAI1-TRAN,Gene-TRAN
742,GNAI2-TRAN,Gene-TRAN
743,GNAI3-TRAN,Gene-TRAN
744,GNAL-TRAN,Gene-TRAN
745,GNAO1-TRAN,Gene-TRAN
746,GNAQ-TRAN,Gene-TRAN
747,GNAS-TRAN,Gene-TRAN
748,GNB1-TRAN,Gene-TRAN
749,GNB2-TRAN,Gene-TRAN
750,GNB3-TRAN,Gene-TRAN
751,GNB4-TRAN,Gene-TRAN
752,GNB5-TRAN,Gene-TRAN
753,GNG10-TRAN,Gene-TRAN
754,GNG11-TRAN,Gene-TRAN
755,GNG12-TRAN,Gene-TRAN
756,GNG13-TRAN,Gene-TRAN
757,GNG2-TRAN,Gene-TRAN
758,GNG3-TRAN,Gene-TRAN
759,GNG4-TRAN,Gene-TRAN
760,GNG5-TRAN,Gene-TRAN
761,GNG7-TRAN,Gene-TRAN
762,GNG8-TRAN,Gene-TRAN
763,GNGT1-TRAN,Gene-TRAN
764,GNGT2-TRAN,Gene-TRAN
765,GNRH1-TRAN,Gene-TRAN
766,GNRH2-TRAN,Gene-TRAN
767,GNRHR-TRAN,Gene-TRAN
768,GPC4-TRAN,Gene-TRAN
769,GPER1-TRAN,Gene-TRAN
770,GPR119-TRAN,Gene-TRAN
771,GPR161-TRAN,Gene-TRAN
772,GPRC6A-TRAN,Gene-TRAN
773,GRAP2-TRAN,Gene-TRAN
774,GRB10-TRAN,Gene-TRAN
775,GRB2-TRAN,Gene-TRAN
776,GREM1-TRAN,Gene-TRAN
777,GREM2-TRAN,Gene-TRAN
778,GRIA1-TRAN,Gene-TRAN
779,GRIA2-TRAN,Gene-TRAN
780,GRIA3-TRAN,Gene-TRAN
781,GRIA4-TRAN,Gene-TRAN
782,GRIN1-TRAN,Gene-TRAN
783,GRIN2A-TRAN,Gene-TRAN
784,GRIN2B-TRAN,Gene-TRAN
785,GRIN2C-TRAN,Gene-TRAN
786,GRIN2D-TRAN,Gene-TRAN
787,GRIN3A-TRAN,Gene-TRAN
788,GRIN3B-TRAN,Gene-TRAN
789,GRK1-TRAN,Gene-TRAN
790,GRK4-TRAN,Gene-TRAN
791,GRK5-TRAN,Gene-TRAN
792,GRK6-TRAN,Gene-TRAN
793,GRK7-TRAN,Gene-TRAN
794,GRM1-TRAN,Gene-TRAN
795,GRM2-TRAN,Gene-TRAN
796,GRM3-TRAN,Gene-TRAN
797,GRM4-TRAN,Gene-TRAN
798,GRM5-TRAN,Gene-TRAN
799,GRM6-TRAN,Gene-TRAN
800,GRM7-TRAN,Gene-TRAN
801,GRM8-TRAN,Gene-TRAN
802,GRPR-TRAN,Gene-TRAN
803,GSDMD-TRAN,Gene-TRAN
804,GSK3A-TRAN,Gene-TRAN
805,GSK3B-TRAN,Gene-TRAN
806,GTF2I-TRAN,Gene-TRAN
807,GTF2IRD1-TRAN,Gene-TRAN
808,GTSE1-TRAN,Gene-TRAN
809,GUCY1A2-TRAN,Gene-TRAN
810,GYS1-TRAN,Gene-TRAN
811,GYS2-TRAN,Gene-TRAN
812,HAMP-TRAN,Gene-TRAN
813,HBEGF-TRAN,Gene-TRAN
814,HCAR1-TRAN,Gene-TRAN
815,HCAR2-TRAN,Gene-TRAN
816,HCAR3-TRAN,Gene-TRAN
817,HCK-TRAN,Gene-TRAN
818,HCN2-TRAN,Gene-TRAN
819,HCN4-TRAN,Gene-TRAN
820,HDAC1-TRAN,Gene-TRAN
821,HDAC2-TRAN,Gene-TRAN
822,HDAC3-TRAN,Gene-TRAN
823,HDAC4-TRAN,Gene-TRAN
824,HDAC5-TRAN,Gene-TRAN
825,HES1-TRAN,Gene-TRAN
826,HES5-TRAN,Gene-TRAN
827,HEY1-TRAN,Gene-TRAN
828,HEY2-TRAN,Gene-TRAN
829,HEYL-TRAN,Gene-TRAN
830,HGF-TRAN,Gene-TRAN
831,HHAT-TRAN,Gene-TRAN
832,HHATL-TRAN,Gene-TRAN
833,HHIP-TRAN,Gene-TRAN
834,HIF1A-TRAN,Gene-TRAN
835,HK1-TRAN,Gene-TRAN
836,HK2-TRAN,Gene-TRAN
837,HK3-TRAN,Gene-TRAN
838,HKDC1-TRAN,Gene-TRAN
839,HMGCR-TRAN,Gene-TRAN
840,HMGCS1-TRAN,Gene-TRAN
841,HMGCS2-TRAN,Gene-TRAN
842,HMOX1-TRAN,Gene-TRAN
843,HNF4A-TRAN,Gene-TRAN
844,HOMER1-TRAN,Gene-TRAN
845,HOMER2-TRAN,Gene-TRAN
846,HOMER3-TRAN,Gene-TRAN
847,HRAS-TRAN,Gene-TRAN
848,HRC-TRAN,Gene-TRAN
849,HRH1-TRAN,Gene-TRAN
850,HRH2-TRAN,Gene-TRAN
851,HSP90AA1-TRAN,Gene-TRAN
852,HSP90AB1-TRAN,Gene-TRAN
853,HSP90B1-TRAN,Gene-TRAN
854,HSPA1A-TRAN,Gene-TRAN
855,HSPA1B-TRAN,Gene-TRAN
856,HSPA1L-TRAN,Gene-TRAN
857,HSPA2-TRAN,Gene-TRAN
858,HSPA6-TRAN,Gene-TRAN
859,HSPA8-TRAN,Gene-TRAN
860,HSPB1-TRAN,Gene-TRAN
861,HTR1A-TRAN,Gene-TRAN
862,HTR1B-TRAN,Gene-TRAN
863,HTR1D-TRAN,Gene-TRAN
864,HTR1E-TRAN,Gene-TRAN
865,HTR1F-TRAN,Gene-TRAN
866,HTR2A-TRAN,Gene-TRAN
867,HTR2B-TRAN,Gene-TRAN
868,HTR2C-TRAN,Gene-TRAN
869,HTR4-TRAN,Gene-TRAN
870,HTR5A-TRAN,Gene-TRAN
871,HTR6-TRAN,Gene-TRAN
872,HTR7-TRAN,Gene-TRAN
873,IBSP-TRAN,Gene-TRAN
874,ICAM1-TRAN,Gene-TRAN
875,ICOS-TRAN,Gene-TRAN
876,ID1-TRAN,Gene-TRAN
877,ID2-TRAN,Gene-TRAN
878,ID3-TRAN,Gene-TRAN
879,ID4-TRAN,Gene-TRAN
880,IFI16-TRAN,Gene-TRAN
881,IFIH1-TRAN,Gene-TRAN
882,IFNA1-TRAN,Gene-TRAN
883,IFNA10-TRAN,Gene-TRAN
884,IFNA13-TRAN,Gene-TRAN
885,IFNA14-TRAN,Gene-TRAN
886,IFNA16-TRAN,Gene-TRAN
887,IFNA17-TRAN,Gene-TRAN
888,IFNA2-TRAN,Gene-TRAN
889,IFNA21-TRAN,Gene-TRAN
890,IFNA4-TRAN,Gene-TRAN
891,IFNA5-TRAN,Gene-TRAN
892,IFNA6-TRAN,Gene-TRAN
893,IFNA7-TRAN,Gene-TRAN
894,IFNA8-TRAN,Gene-TRAN
895,IFNAR1-TRAN,Gene-TRAN
896,IFNAR2-TRAN,Gene-TRAN
897,IFNB1-TRAN,Gene-TRAN
898,IFNE-TRAN,Gene-TRAN
899,IFNG-TRAN,Gene-TRAN
900,IFNGR1-TRAN,Gene-TRAN
901,IFNGR2-TRAN,Gene-TRAN
902,IFNK-TRAN,Gene-TRAN
903,IFNL1-TRAN,Gene-TRAN
904,IFNL2-TRAN,Gene-TRAN
905,IFNL3-TRAN,Gene-TRAN
906,IFNLR1-TRAN,Gene-TRAN
907,IFNW1-TRAN,Gene-TRAN
908,IGF1-TRAN,Gene-TRAN
909,IGF1R-TRAN,Gene-TRAN
910,IGF2-TRAN,Gene-TRAN
911,IGFBP3-TRAN,Gene-TRAN
912,IHH-TRAN,Gene-TRAN
913,IKBKB-TRAN,Gene-TRAN
914,IKBKE-TRAN,Gene-TRAN
915,IKBKG-TRAN,Gene-TRAN
916,IL10-TRAN,Gene-TRAN
917,IL10RA-TRAN,Gene-TRAN
918,IL10RB-TRAN,Gene-TRAN
919,IL11-TRAN,Gene-TRAN
920,IL11RA-TRAN,Gene-TRAN
921,IL12A-TRAN,Gene-TRAN
922,IL12B-TRAN,Gene-TRAN
923,IL12RB1-TRAN,Gene-TRAN
924,IL12RB2-TRAN,Gene-TRAN
925,IL13-TRAN,Gene-TRAN
926,IL13RA1-TRAN,Gene-TRAN
927,IL13RA2-TRAN,Gene-TRAN
928,IL15-TRAN,Gene-TRAN
929,IL15RA-TRAN,Gene-TRAN
930,IL17A-TRAN,Gene-TRAN
931,IL17B-TRAN,Gene-TRAN
932,IL17C-TRAN,Gene-TRAN
933,IL17D-TRAN,Gene-TRAN
934,IL17F-TRAN,Gene-TRAN
935,IL17RA-TRAN,Gene-TRAN
936,IL17RB-TRAN,Gene-TRAN
937,IL17RC-TRAN,Gene-TRAN
938,IL17RE-TRAN,Gene-TRAN
939,IL18-TRAN,Gene-TRAN
940,IL19-TRAN,Gene-TRAN
941,IL1A-TRAN,Gene-TRAN
942,IL1B-TRAN,Gene-TRAN
943,IL1R1-TRAN,Gene-TRAN
944,IL1RAP-TRAN,Gene-TRAN
945,IL2-TRAN,Gene-TRAN
946,IL20-TRAN,Gene-TRAN
947,IL20RA-TRAN,Gene-TRAN
948,IL20RB-TRAN,Gene-TRAN
949,IL21-TRAN,Gene-TRAN
950,IL21R-TRAN,Gene-TRAN
951,IL22-TRAN,Gene-TRAN
952,IL22RA1-TRAN,Gene-TRAN
953,IL22RA2-TRAN,Gene-TRAN
954,IL23A-TRAN,Gene-TRAN
955,IL23R-TRAN,Gene-TRAN
956,IL24-TRAN,Gene-TRAN
957,IL25-TRAN,Gene-TRAN
958,IL27RA-TRAN,Gene-TRAN
959,IL2RA-TRAN,Gene-TRAN
960,IL2RB-TRAN,Gene-TRAN
961,IL2RG-TRAN,Gene-TRAN
962,IL3-TRAN,Gene-TRAN
963,IL3RA-TRAN,Gene-TRAN
964,IL4-TRAN,Gene-TRAN
965,IL4R-TRAN,Gene-TRAN
966,IL5-TRAN,Gene-TRAN
967,IL5RA-TRAN,Gene-TRAN
968,IL6-TRAN,Gene-TRAN
969,IL6R-TRAN,Gene-TRAN
970,IL6ST-TRAN,Gene-TRAN
971,IL7-TRAN,Gene-TRAN
972,IL7R-TRAN,Gene-TRAN
973,IL9-TRAN,Gene-TRAN
974,IL9R-TRAN,Gene-TRAN
975,ILK-TRAN,Gene-TRAN
976,INHBA-TRAN,Gene-TRAN
977,INHBB-TRAN,Gene-TRAN
978,INHBC-TRAN,Gene-TRAN
979,INHBE-TRAN,Gene-TRAN
980,INPP5A-TRAN,Gene-TRAN
981,INPP5D-TRAN,Gene-TRAN
982,INPPL1-TRAN,Gene-TRAN
983,INS-TRAN,Gene-TRAN
984,INSL3-TRAN,Gene-TRAN
985,INSL5-TRAN,Gene-TRAN
986,INSR-TRAN,Gene-TRAN
987,INVS-TRAN,Gene-TRAN
988,IQCE-TRAN,Gene-TRAN
989,IRAK1-TRAN,Gene-TRAN
990,IRAK2-TRAN,Gene-TRAN
991,IRAK3-TRAN,Gene-TRAN
992,IRAK4-TRAN,Gene-TRAN
993,IRF1-TRAN,Gene-TRAN
994,IRF3-TRAN,Gene-TRAN
995,IRF5-TRAN,Gene-TRAN
996,IRF7-TRAN,Gene-TRAN
997,IRF9-TRAN,Gene-TRAN
998,IRS1-TRAN,Gene-TRAN
999,IRS2-TRAN,Gene-TRAN
1000,IRS4-TRAN,Gene-TRAN
1001,ISG15-TRAN,Gene-TRAN
1002,ITCH-TRAN,Gene-TRAN
1003,ITGA1-TRAN,Gene-TRAN
1004,ITGA10-TRAN,Gene-TRAN
1005,ITGA11-TRAN,Gene-TRAN
1006,ITGA2-TRAN,Gene-TRAN
1007,ITGA2B-TRAN,Gene-TRAN
1008,ITGA3-TRAN,Gene-TRAN
1009,ITGA4-TRAN,Gene-TRAN
1010,ITGA5-TRAN,Gene-TRAN
1011,ITGA6-TRAN,Gene-TRAN
1012,ITGA7-TRAN,Gene-TRAN
1013,ITGA8-TRAN,Gene-TRAN
1014,ITGA9-TRAN,Gene-TRAN
1015,ITGAL-TRAN,Gene-TRAN
1016,ITGAM-TRAN,Gene-TRAN
1017,ITGAV-TRAN,Gene-TRAN
1018,ITGB1-TRAN,Gene-TRAN
1019,ITGB2-TRAN,Gene-TRAN
1020,ITGB3-TRAN,Gene-TRAN
1021,ITGB4-TRAN,Gene-TRAN
1022,ITGB5-TRAN,Gene-TRAN
1023,ITGB6-TRAN,Gene-TRAN
1024,ITGB7-TRAN,Gene-TRAN
1025,ITGB8-TRAN,Gene-TRAN
1026,ITK-TRAN,Gene-TRAN
1027,ITPKA-TRAN,Gene-TRAN
1028,ITPKB-TRAN,Gene-TRAN
1029,ITPKC-TRAN,Gene-TRAN
1030,ITPR1-TRAN,Gene-TRAN
1031,ITPR2-TRAN,Gene-TRAN
1032,ITPR3-TRAN,Gene-TRAN
1033,JAG1-TRAN,Gene-TRAN
1034,JAG2-TRAN,Gene-TRAN
1035,JAK1-TRAN,Gene-TRAN
1036,JAK2-TRAN,Gene-TRAN
1037,JAK3-TRAN,Gene-TRAN
1038,JMJD7-PLA2G4B-TRAN,Gene-TRAN
1039,JUN-TRAN,Gene-TRAN
1040,JUND-TRAN,Gene-TRAN
1041,KAT2A-TRAN,Gene-TRAN
1042,KAT2B-TRAN,Gene-TRAN
1043,KCNJ12-TRAN,Gene-TRAN
1044,KCNJ14-TRAN,Gene-TRAN
1045,KCNJ18-TRAN,Gene-TRAN
1046,KCNJ2-TRAN,Gene-TRAN
1047,KCNJ3-TRAN,Gene-TRAN
1048,KCNJ4-TRAN,Gene-TRAN
1049,KCNJ5-TRAN,Gene-TRAN
1050,KCNJ6-TRAN,Gene-TRAN
1051,KCNJ8-TRAN,Gene-TRAN
1052,KCNJ9-TRAN,Gene-TRAN
1053,KCNMA1-TRAN,Gene-TRAN
1054,KCNMB1-TRAN,Gene-TRAN
1055,KCNMB2-TRAN,Gene-TRAN
1056,KCNMB3-TRAN,Gene-TRAN
1057,KCNMB4-TRAN,Gene-TRAN
1058,KCNU1-TRAN,Gene-TRAN
1059,KDR-TRAN,Gene-TRAN
1060,KIDINS220-TRAN,Gene-TRAN
1061,KIF3A-TRAN,Gene-TRAN
1062,KIF7-TRAN,Gene-TRAN
1063,KIT-TRAN,Gene-TRAN
1064,KITLG-TRAN,Gene-TRAN
1065,KLF2-TRAN,Gene-TRAN
1066,KLF4-TRAN,Gene-TRAN
1067,KNG1-TRAN,Gene-TRAN
1068,KRAS-TRAN,Gene-TRAN
1069,KRIT1-TRAN,Gene-TRAN
1070,KRT10-TRAN,Gene-TRAN
1071,KRT12-TRAN,Gene-TRAN
1072,KRT13-TRAN,Gene-TRAN
1073,KRT14-TRAN,Gene-TRAN
1074,KRT15-TRAN,Gene-TRAN
1075,KRT16-TRAN,Gene-TRAN
1076,KRT17-TRAN,Gene-TRAN
1077,KRT18-TRAN,Gene-TRAN
1078,KRT19-TRAN,Gene-TRAN
1079,KRT20-TRAN,Gene-TRAN
1080,KRT23-TRAN,Gene-TRAN
1081,KRT24-TRAN,Gene-TRAN
1082,KRT25-TRAN,Gene-TRAN
1083,KRT26-TRAN,Gene-TRAN
1084,KRT27-TRAN,Gene-TRAN
1085,KRT28-TRAN,Gene-TRAN
1086,KRT31-TRAN,Gene-TRAN
1087,KRT32-TRAN,Gene-TRAN
1088,KRT33A-TRAN,Gene-TRAN
1089,KRT33B-TRAN,Gene-TRAN
1090,KRT34-TRAN,Gene-TRAN
1091,KRT35-TRAN,Gene-TRAN
1092,KRT36-TRAN,Gene-TRAN
1093,KRT37-TRAN,Gene-TRAN
1094,KRT38-TRAN,Gene-TRAN
1095,KRT39-TRAN,Gene-TRAN
1096,KRT40-TRAN,Gene-TRAN
1097,KRT9-TRAN,Gene-TRAN
1098,KSR1-TRAN,Gene-TRAN
1099,KSR2-TRAN,Gene-TRAN
1100,LAMA1-TRAN,Gene-TRAN
1101,LAMA2-TRAN,Gene-TRAN
1102,LAMA3-TRAN,Gene-TRAN
1103,LAMA4-TRAN,Gene-TRAN
1104,LAMA5-TRAN,Gene-TRAN
1105,LAMB1-TRAN,Gene-TRAN
1106,LAMB2-TRAN,Gene-TRAN
1107,LAMB3-TRAN,Gene-TRAN
1108,LAMB4-TRAN,Gene-TRAN
1109,LAMC1-TRAN,Gene-TRAN
1110,LAMC2-TRAN,Gene-TRAN
1111,LAMC3-TRAN,Gene-TRAN
1112,LAMTOR1-TRAN,Gene-TRAN
1113,LAMTOR2-TRAN,Gene-TRAN
1114,LAMTOR3-TRAN,Gene-TRAN
1115,LAMTOR4-TRAN,Gene-TRAN
1116,LAMTOR5-TRAN,Gene-TRAN
1117,LAT-TRAN,Gene-TRAN
1118,LATS1-TRAN,Gene-TRAN
1119,LATS2-TRAN,Gene-TRAN
1120,LCK-TRAN,Gene-TRAN
1121,LCN2-TRAN,Gene-TRAN
1122,LCP2-TRAN,Gene-TRAN
1123,LDHA-TRAN,Gene-TRAN
1124,LDHAL6A-TRAN,Gene-TRAN
1125,LDHAL6B-TRAN,Gene-TRAN
1126,LDHB-TRAN,Gene-TRAN
1127,LDHC-TRAN,Gene-TRAN
1128,LEF1-TRAN,Gene-TRAN
1129,LEFTY1-TRAN,Gene-TRAN
1130,LEFTY2-TRAN,Gene-TRAN
1131,LEP-TRAN,Gene-TRAN
1132,LEPR-TRAN,Gene-TRAN
1133,LFNG-TRAN,Gene-TRAN
1134,LGR4-TRAN,Gene-TRAN
1135,LGR5-TRAN,Gene-TRAN
1136,LGR6-TRAN,Gene-TRAN
1137,LHB-TRAN,Gene-TRAN
1138,LHCGR-TRAN,Gene-TRAN
1139,LIF-TRAN,Gene-TRAN
1140,LIFR-TRAN,Gene-TRAN
1141,LILRA1-TRAN,Gene-TRAN
1142,LILRA2-TRAN,Gene-TRAN
1143,LILRA3-TRAN,Gene-TRAN
1144,LILRA4-TRAN,Gene-TRAN
1145,LILRA5-TRAN,Gene-TRAN
1146,LILRA6-TRAN,Gene-TRAN
1147,LILRB1-TRAN,Gene-TRAN
1148,LILRB2-TRAN,Gene-TRAN
1149,LILRB3-TRAN,Gene-TRAN
1150,LILRB4-TRAN,Gene-TRAN
1151,LILRB5-TRAN,Gene-TRAN
1152,LIMD1-TRAN,Gene-TRAN
1153,LIPE-TRAN,Gene-TRAN
1154,LLGL1-TRAN,Gene-TRAN
1155,LLGL2-TRAN,Gene-TRAN
1156,LPAR1-TRAN,Gene-TRAN
1157,LPAR2-TRAN,Gene-TRAN
1158,LPAR3-TRAN,Gene-TRAN
1159,LPAR4-TRAN,Gene-TRAN
1160,LPAR5-TRAN,Gene-TRAN
1161,LPAR6-TRAN,Gene-TRAN
1162,LPIN1-TRAN,Gene-TRAN
1163,LPIN2-TRAN,Gene-TRAN
1164,LPIN3-TRAN,Gene-TRAN
1165,LPL-TRAN,Gene-TRAN
1166,LRP2-TRAN,Gene-TRAN
1167,LRP5-TRAN,Gene-TRAN
1168,LRP6-TRAN,Gene-TRAN
1169,LSP1-TRAN,Gene-TRAN
1170,LTA-TRAN,Gene-TRAN
1171,LTB-TRAN,Gene-TRAN
1172,LTB4R2-TRAN,Gene-TRAN
1173,LTBP1-TRAN,Gene-TRAN
1174,LTBR-TRAN,Gene-TRAN
1175,LY96-TRAN,Gene-TRAN
1176,LYN-TRAN,Gene-TRAN
1177,MAGED1-TRAN,Gene-TRAN
1178,MAGI1-TRAN,Gene-TRAN
1179,MAGI2-TRAN,Gene-TRAN
1180,MAGI3-TRAN,Gene-TRAN
1181,MALT1-TRAN,Gene-TRAN
1182,MAML1-TRAN,Gene-TRAN
1183,MAML2-TRAN,Gene-TRAN
1184,MAML3-TRAN,Gene-TRAN
1185,MAP2K1-TRAN,Gene-TRAN
1186,MAP2K2-TRAN,Gene-TRAN
1187,MAP2K3-TRAN,Gene-TRAN
1188,MAP2K4-TRAN,Gene-TRAN
1189,MAP2K5-TRAN,Gene-TRAN
1190,MAP2K6-TRAN,Gene-TRAN
1191,MAP2K7-TRAN,Gene-TRAN
1192,MAP3K1-TRAN,Gene-TRAN
1193,MAP3K11-TRAN,Gene-TRAN
1194,MAP3K12-TRAN,Gene-TRAN
1195,MAP3K13-TRAN,Gene-TRAN
1196,MAP3K14-TRAN,Gene-TRAN
1197,MAP3K2-TRAN,Gene-TRAN
1198,MAP3K3-TRAN,Gene-TRAN
1199,MAP3K4-TRAN,Gene-TRAN
1200,MAP3K5-TRAN,Gene-TRAN
1201,MAP3K6-TRAN,Gene-TRAN
1202,MAP3K7-TRAN,Gene-TRAN
1203,MAP3K8-TRAN,Gene-TRAN
1204,MAP4K1-TRAN,Gene-TRAN
1205,MAP4K2-TRAN,Gene-TRAN
1206,MAP4K3-TRAN,Gene-TRAN
1207,MAP4K4-TRAN,Gene-TRAN
1208,MAPK1-TRAN,Gene-TRAN
1209,MAPK10-TRAN,Gene-TRAN
1210,MAPK11-TRAN,Gene-TRAN
1211,MAPK12-TRAN,Gene-TRAN
1212,MAPK13-TRAN,Gene-TRAN
1213,MAPK14-TRAN,Gene-TRAN
1214,MAPK15-TRAN,Gene-TRAN
1215,MAPK3-TRAN,Gene-TRAN
1216,MAPK4-TRAN,Gene-TRAN
1217,MAPK6-TRAN,Gene-TRAN
1218,MAPK7-TRAN,Gene-TRAN
1219,MAPK8-TRAN,Gene-TRAN
1220,MAPK8IP1-TRAN,Gene-TRAN
1221,MAPK8IP2-TRAN,Gene-TRAN
1222,MAPK8IP3-TRAN,Gene-TRAN
1223,MAPK9-TRAN,Gene-TRAN
1224,MAPKAP1-TRAN,Gene-TRAN
1225,MAPKAPK2-TRAN,Gene-TRAN
1226,MAPKAPK3-TRAN,Gene-TRAN
1227,MAPKAPK5-TRAN,Gene-TRAN
1228,MAPT-TRAN,Gene-TRAN
1229,MATK-TRAN,Gene-TRAN
1230,MAVS-TRAN,Gene-TRAN
1231,MAX-TRAN,Gene-TRAN
1232,MC2R-TRAN,Gene-TRAN
1233,MCL1-TRAN,Gene-TRAN
1234,MCOLN1-TRAN,Gene-TRAN
1235,MCOLN2-TRAN,Gene-TRAN
1236,MCOLN3-TRAN,Gene-TRAN
1237,MDM2-TRAN,Gene-TRAN
1238,MDM4-TRAN,Gene-TRAN
1239,ME1-TRAN,Gene-TRAN
1240,ME3-TRAN,Gene-TRAN
1241,MECOM-TRAN,Gene-TRAN
1242,MED1-TRAN,Gene-TRAN
1243,MED12-TRAN,Gene-TRAN
1244,MED12L-TRAN,Gene-TRAN
1245,MED13-TRAN,Gene-TRAN
1246,MED13L-TRAN,Gene-TRAN
1247,MED14-TRAN,Gene-TRAN
1248,MED16-TRAN,Gene-TRAN
1249,MED17-TRAN,Gene-TRAN
1250,MED24-TRAN,Gene-TRAN
1251,MED27-TRAN,Gene-TRAN
1252,MED30-TRAN,Gene-TRAN
1253,MED4-TRAN,Gene-TRAN
1254,MEF2A-TRAN,Gene-TRAN
1255,MEF2B-TRAN,Gene-TRAN
1256,MEF2C-TRAN,Gene-TRAN
1257,MEF2D-TRAN,Gene-TRAN
1258,MEFV-TRAN,Gene-TRAN
1259,MEGF8-TRAN,Gene-TRAN
1260,MET-TRAN,Gene-TRAN
1261,MFN1-TRAN,Gene-TRAN
1262,MFN2-TRAN,Gene-TRAN
1263,MFNG-TRAN,Gene-TRAN
1264,MGRN1-TRAN,Gene-TRAN
1265,MIOS-TRAN,Gene-TRAN
1266,MKNK1-TRAN,Gene-TRAN
1267,MKNK2-TRAN,Gene-TRAN
1268,MLKL-TRAN,Gene-TRAN
1269,MLST8-TRAN,Gene-TRAN
1270,MLYCD-TRAN,Gene-TRAN
1271,MMP1-TRAN,Gene-TRAN
1272,MMP13-TRAN,Gene-TRAN
1273,MMP14-TRAN,Gene-TRAN
1274,MMP2-TRAN,Gene-TRAN
1275,MMP3-TRAN,Gene-TRAN
